f6p_wt,f16bp_wt,f26bp_wt,PFKM_flux_wt,f6p_zela,f16bp_zela,f26bp_zela,PFKM_flux_zela
18.57243343023558,120.58501609476527,481.49627833922807,13636.129996124757,20.02193483378253,87.26321609326136,605.0862586996692,21437.340295007187
0.047129205259920974,0.012346868466882778,0.0004730571722183606,128.7014769105022,0.07516039803058673,0.04903407980503749,0.0010424848622894326,219.12826142728693
13.869474761117765,7.869141464865918,187.29026226187904,1393.8153535850968,7.883316544124913,2.614472606759532,99.39834600296146,1233.4570982286202
0.08863006171527052,0.02806418820728518,0.01839488760985875,1379.4994157201663,0.23147016324389982,0.15175461163009055,0.05728116331118011,2716.469998229817
5.869218434445608,0.1829285473540621,3.1808983053289017,597.6612979506262,3.1533411209768487,0.06291885368262476,1.1669693310971894,559.4262546992292
0.29218000826234675,0.18375473255128613,0.1038877032313959,2555.2765004796265,0.24168154253137794,1.0925818266004028,0.13808291103330492,4728.870169270254
4.582642495661399,0.15940492856892127,18.203984166155536,994.9294534491319,2.602602094574475,0.05947432567224697,15.648001177713,969.9511691043593
1.4408826631946154,0.028868275345854403,0.022521449969506665,1050.778175130099,0.7717541818631628,6.390474382512066,0.03279943516151041,1612.5435038168882
1.9331383934179256,0.18062975303164625,6.1698199929483675,397.8103330792299,2.1504921034064526,0.11491861395819955,6.6246697545976545,323.25704738821617
0.05451051829136923,6.218259694874213,0.44509351662620744,5342.18081376079,0.06526924558449486,14.083474432818411,0.8010960649634272,10363.776956058437
3.0664729318393604,1.8307996972802916,0.4121985300716327,1539.3019948466333,3.582032685141737,0.8078174566271376,0.344589285666192,1236.2600505748505
0.16455723801644384,0.07814110202920602,6.932690304218259,288.8265056930346,0.13965420129277303,0.11098284425184296,5.429615965727293,577.665241012656
5.119630375764514,19.123317983902222,3.008531106387611,9001.533819238086,10.036792493548479,26.368977124067072,6.325004356979282,7918.125232781181
0.4048721337777311,0.14589222119130507,4.362431065030723,298.2612550248214,0.20494725886802007,0.11098236597312452,2.2889822763735173,577.4315277988751
1.860296371877285,11.856376992438967,2.181282797472891,8671.943715912257,5.276242151601547,23.554924602570566,1.9690023672928887,7629.553478338532
0.43021430065232313,0.07693095772256164,17.843842466818483,192.82223443263246,0.263940891644033,0.07449435330983623,13.872585183369974,392.9752204339844
11.69780729243154,0.9567008767027385,154.55954817812193,187.24670183214678,16.76721930847401,1.1197718069370692,374.445920586614,242.3617576129264
0.0036506835677539546,0.2030997289946148,0.00014950121330807603,37884.1176477253,0.00347550113527232,0.38538906826684644,0.00011663361262108759,53680.33252064296
21.6818250311248,0.897756347389363,1198.2182277214888,192.3183350703765,24.7656647872455,0.5819698321357006,2534.940185530899,248.9536084077143
0.014634933396045127,0.37703162503155113,0.0006281033339625775,17612.07632195291,0.015803778213579655,0.6533956557457328,8.911335746576508e-5,22899.020077355577
1.7556526960222691,2.040738422817407,13.995064394576335,769.2499924871237,1.5133836775417941,1.127542115473278,10.506898732759703,765.8250582155305
0.06143044764887773,0.055564742461354656,0.000772274918625858,3329.147828825047,0.08026573328757657,0.13209011965153558,0.0005446971746044109,5898.091293199286
1.4928306338790918,8.326039016869819,12.646743113053214,2306.795434943573,1.3033564308648586,5.1813927878205295,10.05605901153554,2377.3266651506046
0.16552600014656355,0.027909170583214706,0.001988045145809548,933.7578712488521,0.27323540498478116,0.07284229985655637,0.002000782282163962,1571.9246467973987
1.1388657435596348,28.74760817953909,11.072006664237467,3593.6416197490857,0.9601011855570707,18.46512640663328,9.702347870714332,3718.849930468933
0.14090064898110113,0.011085056695469128,0.005190996849757331,2217.6557677138862,0.23885739934425868,0.03591000313785351,0.0030532593996358904,3837.2443243693506
0.10113078960856285,0.008186507212373786,0.0022838997711847812,2917.464788167562,0.13469614967835228,0.022750198826065784,0.0016301938047659443,5286.775947671915
1.1265336522212912,14.364380824198228,8.398288217796605,743.6923858951941,0.7135838782318151,5.768478043949553,3.910066543820839,715.4964005826271
0.04609504802886072,0.00789820795507588,0.0007565969099677478,5661.278710009277,0.05153491638444953,0.02036208900190238,0.0005989717712861184,10673.725916234996
0.08461293525315981,0.011661877249156807,0.0009821845677170484,2613.544860188353,0.12034715925697406,0.03614709060667451,0.0013389466135242903,5154.748545860377
0.8208263159624354,4.250126616627962,0.7393857623301294,414.79985464835045,0.7494698412094558,3.6665319949920723,0.6820927856903044,619.7207270354936
1.6950187057439354,0.32871984167631463,4.998714181785613,2249.48310410587,2.5017480132100314,0.5227177936496925,8.660408709130213,2199.525037229002
2.3357493977175654,0.9494522521864355,6.322367281562612,2062.05821654592,2.7932037372032075,1.4567632955921106,8.67136534867797,3176.0506855302265
0.24846722955641654,7.693483115721335,0.06834529064936838,48335.1271014985,0.4023197160683258,8.546561776917326,0.03750217792346587,52166.618002632866
1.1428792042423106,3.322729749696389,0.10998949915656944,1771.3168512658522,1.4361725051548653,6.1035602521537,0.4205165847217403,2775.9576232885443
0.33954553855215663,0.006928857306851749,0.8935364674736943,189.82912221163957,0.44302179622162646,0.013802574882378623,1.624961346549187,214.82144278465742
0.2199164611303858,13.094008809849935,0.29311966969259773,29280.638083952854,0.22979762639300377,0.4884618149744559,0.04118264023846586,39379.28820713993
0.33655921640514885,0.027482168827484273,0.0061894369377055265,167.21890045325398,0.40980713565008886,0.038857077569049214,0.033356056428705844,226.96019639726887
0.09596438354413545,0.004504075665685238,0.06348109081705752,244.89806714197206,0.09586758984166267,0.009345875815293577,0.08403171783148036,432.679487115839
0.4937682995596665,51.99121943430502,0.03725145402796301,22940.424311455707,0.6501889807721583,74.3564738966245,0.06933062486693446,31491.70896190211
0.35172706080930516,0.01293247307216693,16.837099218411623,126.47457831955927,0.8929896479865002,0.03573241448125191,79.8006160478101,130.66181341694406
4.883617080394015,133.67434658201918,0.926702387051063,13794.165324474772,3.3061805559322597,88.94839580664942,0.3376635571487368,24394.90987236474
0.22190847977451356,0.01224787947854364,2.741901828738088,143.50130424680725,0.48707359856080235,0.03268050787038042,10.726094046392946,143.40029267894616
4.824130064480717,125.25211279264359,1.8428414631783656,10736.843931716543,2.8525999313558743,76.4473058596016,0.5203851430807805,20194.248706768336
4.354049975787135,6.571535923638482,1.241863287631657,4657.112507188558,2.2499379733057485,3.750856273097955,0.36732375333532075,8595.088753889153
0.1300385677267932,0.05206929861430937,0.08500949093289924,640.9863562337869,0.2564763726674495,0.48567124346354756,0.294562939363185,650.8316640900964
0.9289838515500402,1.7599207804150365,0.8523279109959633,3903.0655915500374,0.9081249268368236,1.8641003723938179,1.3170603039187407,6394.566826650905
9.425833451586314,3.9511113893316767,32.36169639800461,172.6606003248056,6.449395750165846,1.885837168573202,44.1783799406094,156.82363121303032
0.23724240613863182,0.9731244889088613,0.006700072533106586,22308.9640914517,0.3016634725962039,1.856066885651152,0.01404591494915791,44445.81521690474
1.3921738046298413,0.12876894514530363,4.314261398390653,9.546708782332395,0.6672282074994664,0.34341143293226767,2.58415980024631,11.618025491296963
0.1294415090210836,5.090952452612291,0.016517841890477163,26811.89107204639,0.13517548601255097,3.2198512644708077,0.006259357600602096,27608.22424659485
1.959718347987809,7.144705257102534,35.85924515518182,4296.984877769392,1.2386474525488889,3.6874651625654207,23.972676474986486,4813.213918429519
0.22702665381794312,0.0776543984617663,0.016308405935069915,6768.008970633875,0.2535046577954867,0.176546382732784,0.021650577557877252,6293.370253187816
1.9225841996400004,5.943737582010819,12.585666735040368,171.31578407358123,1.0928993298012735,4.520214408233604,7.014232260247493,354.3254781159408
0.18743829634565298,0.13687494888417767,0.0017236226480363966,6412.87937177898,0.33134808865980026,0.2532711918732208,0.001619443132439158,5899.2770768822475
5.995252895200268,5.545596224125632,15.367699513866146,206.45233529310036,7.671011345541777,7.339495570617617,29.05334267271785,325.4489064845812
15.82361085400317,0.2707023367710896,3.8572480364532313,489.15764023991045,15.242512374155018,0.31941027030779573,2.006485341217384,940.7704276375266
0.21463916548106857,1.9496724281135256,2.223960455435146,2081.999856669271,0.18545369186745617,1.5442919558753438,1.4852487689511573,2038.6145229455656
0.3023682146616035,2.937336144435095,4.487126513139016,1719.272463187754,0.2395132548274076,2.0222590011807733,2.5486887025461114,1792.0213111884004
3.8074864111177154,0.14760390475753574,1.089600051949627,366.5383763653966,3.3366689420821096,0.24655765299198779,0.8261192301372111,893.2107008204225
0.2186986659832844,3.279747570882837,0.43226823246488794,5334.6866969910725,0.3454488659479631,3.1189932722194875,0.8533735958743721,3656.796248275781
0.8411103753842539,1.1589145987275147,0.04459185730345944,3893.697499290078,0.7305731526396184,1.5143979640424619,0.011860139092288923,8845.06308873025
0.25433741239967994,0.37900267585897907,0.7978108567247338,766.1728966499877,0.3131844760087487,0.5770358951050725,1.230760012923649,694.0682201382228
1.61439676193611,1.1453190465587886,0.1225732781829398,2544.760000504155,1.4234277423318447,1.2906403526249697,0.02603018868438902,5056.636570606062
1.6047917071078954,3.589326670792851,0.10216333066677177,35535.93482280848,2.0552757141535305,8.608857155017557,0.3531923736344982,82247.84084544212
0.15558947033517206,0.29917441872313566,2.6159588068154553,137.68562133797337,0.12927838234706593,0.5790489527020473,2.092331155746358,102.97150995997448
0.63213957331492,0.14883985935669716,0.14259023644844493,597.3879244219636,1.0636400069269167,0.3345237659908769,0.29725650879996796,972.156914488992
0.9311024449046378,3.3571640260403366,18.4105804396073,366.2288857084248,0.7160265697739336,4.613228453521607,16.82628764473207,688.4289188171522
0.7907061469051412,0.8728754210355326,0.014197239522761298,6810.977298173753,1.7012700517601778,1.6605623272041732,0.03642055915834446,6355.290380857865
1.718343141662413,0.5691592689720789,33.481032597993384,114.50211969308751,1.059090429552622,2.0369272807114767,21.118371054235165,259.1927919629534
0.5795283531632821,5.136324371964552,0.003167525174659266,26988.495990132276,1.2046051908521336,8.641411978915743,0.010491146044090875,23249.525046061022
5.90713224840384,0.9450138292716828,125.30649238336555,666.5602554636704,6.399469307139524,1.8063082874121752,153.5491360404225,1065.3608000446534
0.10463685262244651,0.47868983078275296,0.04278228148859831,434.3908962640701,0.1550208110298732,0.6042475395534253,0.04588505440885898,488.7831530141011
